id,ux,uy,uz,magnitude
40526,-0.5538572570,0.8171667079,0.1596267844,3.530000
20889,0.3666899658,0.8704020825,0.3285402316,3.530000
77516,-0.5377408815,-0.8409842043,-0.0598357134,3.540000
86263,-0.0941399173,-0.9594931071,-0.2655384217,3.540000
56343,-0.8434705561,0.0998475987,-0.5278142458,3.540000
99240,0.2151359163,-0.3416188567,-0.9148841972,3.550000
89937,0.0272953386,-0.2956074190,0.9549194826,3.550000
69996,-0.5694672768,-0.3965395218,-0.7200440461,3.550000
20042,0.3580941742,0.7498864567,-0.5562722934,3.550000
27288,0.0549946996,0.9651598951,-0.2558162619,3.550000
1562,0.9846155674,0.0836649997,-0.1534025823,3.560000
55282,-0.9517457637,0.1706566643,-0.2550613734,3.560000
10602,0.5151676714,0.3491669032,-0.7827418119,3.560000
44471,-0.4883772243,0.4731711086,0.7332099214,3.570000
71053,-0.6802644610,-0.5306537876,0.5056152894,3.570000
75177,-0.5134176183,-0.6217368710,-0.5914774826,3.570000
37740,-0.4008204943,0.8177522447,0.4130668199,3.570000
35350,-0.3203558294,0.9035072995,0.2846870250,3.580000
100064,0.5530800009,-0.8043165772,-0.2172034903,3.580000
60260,-0.4917914550,-0.0459495958,-0.8694997409,3.590000
7607,0.6014466043,0.2740790276,0.7504283236,3.590000
24674,0.1826143309,0.9759351480,-0.1191746323,3.590000
57757,-0.9987063406,0.0404865078,0.0307650443,3.590000
27072,0.0626386046,0.9220831060,-0.3818889247,3.590000
46651,-0.6049738872,0.4613046226,-0.6490028050,3.600000
6537,0.9240384055,0.3548040849,-0.1423625178,3.600000
33018,-0.1893592386,0.8075135396,0.5586277491,3.600000
85727,-0.0615864703,-0.4857298644,-0.8719366981,3.600000
42536,-0.3881290253,0.4613588571,-0.7978119232,3.600000
76470,-0.5151392638,-0.7157304300,-0.4715522138,3.600000
63613,-0.3048745928,-0.0849681390,-0.9485946964,3.610000
13209,0.6554319837,0.6005178401,0.4580253688,3.610000
86929,-0.0265637392,-0.4261483508,-0.9042632089,3.610000
